jobid,level,tech_specialisation,country,state,salary_from,salary_to,currency,type,mode,visa_sponsorship,work_experience_years,education_level,cert_id,certification_text,is_mandatory
4872,,DevOps,Singapore,,,,,Full time,,,,Degree (Any),,,
6927,Senior,Network Security,Singapore,,,,,Full time,,,10,Degree (Any),3084,Cisco (CCNA/CCNP/CCIE),1
6927,Senior,Network Security,Singapore,,,,,Full time,,,10,Degree (Any),3085,Cisco (CCNA/CCNP/CCIE),1
24229,Senior,Networking,Singapore,,,,,Full time,,,10,Degree (Any),10545,Cisco (CCNA/CCNP/CCIE),1
24275,Senior,Network Security,Singapore,,,,,Full time,,,10,Degree (Any),10565,Cisco (CCNA/CCNP/CCIE),1
24275,Senior,Network Security,Singapore,,,,,Full time,,,10,Degree (Any),10566,Cisco (CCNA/CCNP/CCIE),1
26690,Senior,Cyber Security,Singapore,,,,,Full time,,,,Degree (Any),,,
14802,,Product Design,Singapore,,,,,Full time,,,3,Degree (Any),,,
47,Senior,Software,Singapore,,,,,Full time,,,8,Degree (Any),,,
13101,,,Singapore,,,,,Full time,,,2,Degree (Any),,,
13940,Lead,C++,Singapore,,6000,8500,SGD,Full time,,,5,Degree (Any),,,
13976,,C++,Singapore,,4800,6000,SGD,Full time,,,3,Degree (Any),,,
31344,Senior,C++,Singapore,,6500,8500,SGD,Full time,,,5,Degree (Any),,,
8334,Middle,Embedded Systems,Singapore,,,,,Full time,,,2,Degree (Any),,,
10956,Junior,C#,Singapore,,4000,4500,SGD,Full time,Office,,,Degree (Any),,,
23058,Senior,FIX Protocol,Singapore,,,,,Full time,,,3,Degree (Any),,,
32283,Junior,Networks,Singapore,,,,,Full time,,,1,Degree (Any),14068,Cisco (CCNA/CCNP/CCIE),0
28584,Senior,,Singapore,,,,,Full time,,,,Degree (Any),,,
4670,,Graphic Design,Singapore,,,,,Full time,,,,Degree (Any),,,
11262,Junior,Programming,Singapore,,,,,Full time,,,2,Degree (Any),,,
24445,Middle,Programming,Singapore,,,,,Full time,,,2,Degree (Any),,,
29425,Middle,Programming,Singapore,,,,,Full time,,,2,Degree (Any),,,
13706,,Cloud Projects,Singapore,,7500,9500,SGD,Full time,,,6,Degree (Any),6154,ITIL,1
13706,,Cloud Projects,Singapore,,7500,9500,SGD,Full time,,,6,Degree (Any),6155,ITIL,1
13941,Senior,Managed Services,Singapore,,7000,9000,SGD,Full time,,,9,Degree (Any),6261,IT Service Management,1
13941,Senior,Managed Services,Singapore,,7000,9000,SGD,Full time,,,9,Degree (Any),6262,ITIL,1
21772,Senior,PHP,Singapore,,,,,Full time,,,5,Degree (Any),,,
2121,Lead,Middleware,Singapore,,8000,,SGD,Contract/Temp,,,5,Degree (Any),,,
21752,Middle,Networks & Systems Administration,Singapore,,,,,Full time,,,5,Degree (Any),,,
19589,Senior,Microsoft Dynamics 365,Singapore,,,,,Full time,,,,Degree (Any),8792,Azure,0
19589,Senior,Microsoft Dynamics 365,Singapore,,,,,Full time,,,,Degree (Any),8793,Cybersecurity Architect Expert,0
29057,,Cybersecurity,Singapore,,,,,Full time,Hybrid,,,Degree (Any),12593,ISA 62443 Cybersecurity fundamentals or equivalent,1
27771,Middle,Java,Singapore,,,,,Full time,,,,Degree (Any),,,
18458,Middle,ReactJS,Singapore,,,,,Full time,,,3,Degree (Any),,,
2269,,iSeries (AS400),Singapore,,,,,Full time,,,5,Degree (Any),1115,IBM,0
2269,,iSeries (AS400),Singapore,,,,,Full time,,,5,Degree (Any),1116,ITIL,0
2713,Middle,Networks & Systems Administration,Singapore,,,,,Full time,,,,Degree (Any),,,
14742,Middle,Project Management,Singapore,,4000,6000,SGD,Full time,,,3,Degree (Any),6639,PMP,0
14742,Middle,Project Management,Singapore,,4000,6000,SGD,Full time,,,3,Degree (Any),6640,PRINCE2,0
14742,Middle,Project Management,Singapore,,4000,6000,SGD,Full time,,,3,Degree (Any),6641,ITIL,0
14742,Middle,Project Management,Singapore,,4000,6000,SGD,Full time,,,3,Degree (Any),6642,CITPM,0
745,Lead,Network,Singapore,,4000,5500,SGD,Full time,,,10,Degree (Any),312,Cisco (CCNA/CCNP/CCIE),1
745,Lead,Network,Singapore,,4000,5500,SGD,Full time,,,10,Degree (Any),313,Cisco (CCNA/CCNP/CCIE),1
745,Lead,Network,Singapore,,4000,5500,SGD,Full time,,,10,Degree (Any),314,CCSA,1
745,Lead,Network,Singapore,,4000,5500,SGD,Full time,,,10,Degree (Any),315,CCSE,1
745,Lead,Network,Singapore,,4000,5500,SGD,Full time,,,10,Degree (Any),316,PCNSA,1
745,Lead,Network,Singapore,,4000,5500,SGD,Full time,,,10,Degree (Any),317,PCNSE,1
745,Lead,Network,Singapore,,4000,5500,SGD,Full time,,,10,Degree (Any),318,NSE,1
22369,Middle,Agile,Singapore,,,,,Full time,,,5,Degree (Any),9891,Certified Scrum Master,0
22586,,Microsoft Azure,Singapore,,,,,Full time,,,6,Degree (Any),9965,advanced certifications in relevant domains,0
27962,Middle,SAP,Singapore,,,,,Full time,,,5,Degree (Any),,,
25085,,SAP,Singapore,,8500,10000,SGD,Full time,,,8,Degree (Any),,,
31954,,SAP,Singapore,,8500,10000,SGD,Full time,,,8,Degree (Any),,,
32229,,Cyber Risk Management,Singapore,,,,,Full time,,,5,Degree (Any),,,
13553,Senior,Manufacturing Execution Systems (MES),Singapore,,,,,Full time,,,7,Degree (Any),,,
10315,Senior,Java,Singapore,,,,,Full time,,,5,Degree (Any),,,
18236,Middle,Network,Singapore,,,,,Full time,Office,,2,Degree (Any),,,
2443,Middle,.NET,Singapore,,3000,4000,SGD,Full time,,,,Degree (Any),,,
15181,Senior,Networks & Systems Administration,Singapore,,,,,Full time,,,5,Degree (Any),,,
2823,,SAP FICO and HANA,Singapore,,5000,7500,SGD,Full time,,,5,Degree (Any),,,
25565,,Application Management,Singapore,,5000,7500,SGD,Full time,Office,,5,Degree (Any),,,
21016,Senior,Integral Life,Singapore,,,,,Full time,,,8,Degree (Any),,,
26776,Senior,COBOL,Singapore,,,,,Contract/Temp,,,8,Degree (Any),,,
27663,Middle,,Singapore,,4000,5500,SGD,Full time,,,3,Degree (Any),,,
29703,,"ASP, .NET",Singapore,,6000,7000,SGD,Full time,,,3,Degree (Any),,,
27302,Middle,.NET,Singapore,,,,,Full time,,,5,Degree (Any),,,
27048,Senior,SAP B1,Singapore,,7500,10500,SGD,Full time,,,5,Degree (Any),,,
14643,Middle,Data Center,Singapore,,6000,7000,SGD,Full time,,,5,Degree (Any),,,
11793,Middle,Project Management,Singapore,,,,,Full time,,,1,Degree (Any),5382,PMP,0
11793,Middle,Project Management,Singapore,,,,,Full time,,,1,Degree (Any),5383,ITIL,0
25334,,Digital Transformation,Singapore,,,,,Full time,,,4,Degree (Any),,,
7170,Middle,Software Quality Assurance,Singapore,,,,,Full time,,,5,Degree (Any),3191,Certification in Testing and Software Quality Assurance,0
26655,Senior,Claims Management,Singapore,,,,,Full time,,,5,Degree (Any),,,
22383,,Information Security,Singapore,,,,,Full time,,,5,Degree (Any),,,
19490,,AWS,Singapore,,,,,Full time,,,,Degree (Any),8745,AWS,1
31345,Middle,IT Support,Singapore,,,,,Full time,,,2,Degree (Any),13671,Cisco (CCNA/CCNP/CCIE),0
31345,Middle,IT Support,Singapore,,,,,Full time,,,2,Degree (Any),13672,Microsoft (except Azure),0
31345,Middle,IT Support,Singapore,,,,,Full time,,,2,Degree (Any),13673,MCP,0
31345,Middle,IT Support,Singapore,,,,,Full time,,,2,Degree (Any),13674,MCITP,0
4704,Middle,BMS/West,Singapore,,,,,Full time,,,,Degree (Any),,,
5027,,Blockchain,Singapore,,,,,Full time,,,,Degree (Any),2245,Cloud technology,0
6060,Senior,Applications,Singapore,,,,,Full time,,,5,Degree (Any),2746,CITPM,0
6060,Senior,Applications,Singapore,,,,,Full time,,,5,Degree (Any),2747,COMIT,0
6060,Senior,Applications,Singapore,,,,,Full time,,,5,Degree (Any),2748,PMI,0
6060,Senior,Applications,Singapore,,,,,Full time,,,5,Degree (Any),2749,Certified Scrum Master,0
14961,,,Singapore,,3500,3800,SGD,Contract/Temp,,,,Degree (Any),,,
20585,Senior,Cyber Security,Singapore,,,,,Full Time,,,5,Degree (Any),,,
21882,Middle,Quality Assurance,Singapore,,,,,Full time,,,3,Degree (Any),,,
24572,Middle,Cyber Security,Singapore,,,,,Full time,,,2,Degree (Any),10666,ISC2 (CISSP/CCSP/SSCP),0
24572,Middle,Cyber Security,Singapore,,,,,Full time,,,2,Degree (Any),10667,CSSLP,0
24572,Middle,Cyber Security,Singapore,,,,,Full time,,,2,Degree (Any),10668,OffSec (OSCP),0
24572,Middle,Cyber Security,Singapore,,,,,Full time,,,2,Degree (Any),10669,OSWE,0
24572,Middle,Cyber Security,Singapore,,,,,Full time,,,2,Degree (Any),10670,OSEP,0
24572,Middle,Cyber Security,Singapore,,,,,Full time,,,2,Degree (Any),10671,CRT,0
24572,Middle,Cyber Security,Singapore,,,,,Full time,,,2,Degree (Any),10672,CCT,0
29530,Middle,Unix,Singapore,,,,,Full time,,,5,Degree (Any),12868,ITIL,1
32714,Middle,DevOps,Singapore,,,,,Full time,,,,Degree (Any),,,
22582,,Cisco Voice,Singapore,,,,,Full time,,,,Degree (Any),9964,Contact Center related certification,1
27918,Middle,Network,Singapore,,,,,Full time,,,5,Degree (Any),12141,Cisco (CCNA/CCNP/CCIE),0
27918,Middle,Network,Singapore,,,,,Full time,,,5,Degree (Any),12142,Cisco (CCNA/CCNP/CCIE),0
1769,Middle,Networks & Systems Administration,Singapore,,,,,Full time,,,5,Degree (Any),904,ITIL,0
3779,,Network,Singapore,,,,,Full time,,,2,Degree (Any),1738,Network certifications,1
3779,,Network,Singapore,,,,,Full time,,,2,Degree (Any),1739,server level certifications,1
11282,Middle,Cloud Management,Singapore,,6000,8000,SGD,Full time,Office,,2,Degree (Any),,,
30479,Senior,Microsoft Office 365,Singapore,,6000,10000,,Full time,,,5,Degree (Any),13301,Microsoft (except Azure),1
30479,Senior,Microsoft Office 365,Singapore,,6000,10000,,Full time,,,5,Degree (Any),13302,Cisco (CCNA/CCNP/CCIE),1
30479,Senior,Microsoft Office 365,Singapore,,6000,10000,,Full time,,,5,Degree (Any),13303,CNE,1
31708,Middle,Microsoft Power Platform,Singapore,,,,,Full time,,,3,Degree (Any),13840,Microsoft (except Azure),0
8197,Senior,Cyber Security,Singapore,,,,,Full time,,,6,Degree (Any),3755,ISC2 (CISSP/CCSP/SSCP),0
8197,Senior,Cyber Security,Singapore,,,,,Full time,,,6,Degree (Any),3756,ISACA (CISA/CISM/CRISC),0
8197,Senior,Cyber Security,Singapore,,,,,Full time,,,6,Degree (Any),3757,ISACA (CISA/CISM/CRISC),0
8197,Senior,Cyber Security,Singapore,,,,,Full time,,,6,Degree (Any),3758,ISACA (CISA/CISM/CRISC),0
8197,Senior,Cyber Security,Singapore,,,,,Full time,,,6,Degree (Any),3759,GSEC,0
8197,Senior,Cyber Security,Singapore,,,,,Full time,,,6,Degree (Any),3760,CCSK,0
94,Middle,Quality Assurance,Singapore,,,,,Full time,,,3,Degree (Any),19,Certified Software Testing Professional,0
94,Middle,Quality Assurance,Singapore,,,,,Full time,,,3,Degree (Any),20,Certified Software Quality Analyst,0
95,Middle,Frontend Development,Singapore,,,,,Full time,,,,Degree (Any),21,Cloud technology certification,0
5010,Middle,DevOps,Singapore,,,,,Full time,,,,Degree (Any),,,
5030,Middle,Backend Development,Singapore,,,,,Full time,,,,Degree (Any),2251,Cloud technology certification,0
12677,Middle,Agile,Singapore,,,,,Full time,,,3,Degree (Any),5703,Certified Scrum Master,1
27979,,Network Operations,Singapore,,,,,Full time,,,5,Degree (Any),,,
32612,Senior,AWS,Singapore,,,,,Full time,,,2,Degree (Any),,,
3891,Middle,RPA,Singapore,,4500,5500,SGD,Full time,Hybrid,No,10,Degree (Any),,,
5981,Middle,Telecommunications,Singapore,,4000,6000,SGD,Full time,,,4,Degree (Any),,,
30474,Middle,Information Technology,Singapore,,4000,6000,SGD,Full time,,,4,Degree (Any),13298,Microsoft (except Azure),0
30474,Middle,Information Technology,Singapore,,4000,6000,SGD,Full time,,,4,Degree (Any),13299,Cisco (CCNA/CCNP/CCIE),0
30474,Middle,Information Technology,Singapore,,4000,6000,SGD,Full time,,,4,Degree (Any),13300,CCDP,0
13886,Middle,Security,Singapore,,3500,5200,SGD,Full time,,,2,Degree (Any),6228,ISACA (CISA/CISM/CRISC),0
13886,Middle,Security,Singapore,,3500,5200,SGD,Full time,,,2,Degree (Any),6229,ISACA (CISA/CISM/CRISC),0
13886,Middle,Security,Singapore,,3500,5200,SGD,Full time,,,2,Degree (Any),6230,ISO 27001,0
13886,Middle,Security,Singapore,,3500,5200,SGD,Full time,,,2,Degree (Any),6231,ISC2 (CISSP/CCSP/SSCP),0
22655,Middle,Trading Platform,Singapore,,,,,Full time,,,2,Degree (Any),,,
6608,Senior,Project Management,Singapore,,,,,Full time,,,10,Degree (Any),2966,WSH courses for supervisor,1
6608,Senior,Project Management,Singapore,,,,,Full time,,,10,Degree (Any),2967,bizSAFE Level 3 Team leader or Team Member,1
6608,Senior,Project Management,Singapore,,,,,Full time,,,10,Degree (Any),2968,Work At Heights,1
6608,Senior,Project Management,Singapore,,,,,Full time,,,10,Degree (Any),2969,Confined Space,1
6608,Senior,Project Management,Singapore,,,,,Full time,,,10,Degree (Any),2970,Lifting Work,1
6608,Senior,Project Management,Singapore,,,,,Full time,,,10,Degree (Any),2971,Radiography Testing,1
6608,Senior,Project Management,Singapore,,,,,Full time,,,10,Degree (Any),2972,Excavations Works,1
6608,Senior,Project Management,Singapore,,,,,Full time,,,10,Degree (Any),2973,Hot Work,1
6608,Senior,Project Management,Singapore,,,,,Full time,,,10,Degree (Any),2974,Work in a Hazardous Area,1
6608,Senior,Project Management,Singapore,,,,,Full time,,,10,Degree (Any),2975,WSQ Supervise Workplace Safety and Health in Process Plant,1
21173,Middle,SAP,Singapore,,4500,6000,SGD,Full time,,,3,Degree (Any),,,
31165,Middle,IT,Singapore,,5000,7000,SGD,Full time,,,,Degree (Any),,,
32777,,DevOps,Singapore,,,,,Full time,,,,Degree (Any),,,
32715,,DevOps,Singapore,,,,,Full time,,,,Degree (Any),,,
32585,Middle,DevOps,Singapore,,,,,Full time,,,,Degree (Any),,,
32067,Senior,Enterprise IT,Singapore,,,,,Full time,,,,Degree (Any),13981,ITIL,0
32676,Senior,Salesforce,Singapore,,,,,Full time,,,,Degree (Any),14245,Salesforce,1
32656,Senior,AWS,Singapore,,,,,Full time,,,2,Degree (Any),,,
7329,,Salesforce,Singapore,,,,,Full time,,,,Degree (Any),3271,Salesforce,1
14473,,Salesforce,Singapore,,,,,Full time,,,,Degree (Any),6512,Salesforce,1
12097,Senior,Market Data Domain,Singapore,,,,,Full time,,,10,Degree (Any),,,
1030,Middle,Windows,Singapore,,3000,4000,SGD,Full time,,,,Degree (Any),,,
1090,Middle,Network Security,Singapore,,3300,4950,SGD,Full time,,,2,Degree (Any),,,
1149,,,Singapore,,5000,6500,SGD,Full time,,,2,Degree (Any),,,
1943,,Java,Singapore,,5600,8000,SGD,Full time,,,,Degree (Any),,,
5185,Middle,Windows,Singapore,,,,,Full time,,,,Degree (Any),,,
5939,Senior,AR/VR,Singapore,,,,,Full time,,,,Degree (Any),,,
10093,Middle,SAP,Singapore,,5000,6500,SGD,Full time,,,3,Degree (Any),4576,SAP,0
13453,Middle,HRiQ Human Capital Management Software,Singapore,,,,,Full time,,,2,Degree (Any),,,
15928,Middle,SAP ABAP and SAP Fiori,Singapore,,4000,6000,SGD,Full time,,,3,Degree (Any),7176,SAP,0
15928,Middle,SAP ABAP and SAP Fiori,Singapore,,4000,6000,SGD,Full time,,,3,Degree (Any),7177,SAP,0
28190,Middle,Python,Singapore,,,,,Full time,,,,Degree (Any),,,
5473,Senior,IT Support,Singapore,,2700,4000,SGD,Full time,,,3,Degree (Any),,,
32650,Middle,PeopleSoft,Singapore,,,,,Contract/Temp,,,3,Degree (Any),,,
7089,Senior,.NET,Singapore,,,,,Full time,,,5,Degree (Any),,,
23214,Middle,Help Desk & IT Support,Singapore,,,,,Full time,,,3,Degree (Any),,,
32097,,IT Infrastructure,Singapore,,,,,Full time,,,4,Degree (Any),,,
30477,Middle,Microsoft Visual Studio,Singapore,,3500,5000,,Full time,,,3,Degree (Any),,,
21076,Middle,SAP,Singapore,,,,,Full time,,,3,Degree (Any),9336,SAP,0
9940,Middle,SAP ABAP,Singapore,,5500,6500,SGD,Full time,,,3,Degree (Any),4516,SAP,0
9940,Middle,SAP ABAP,Singapore,,5500,6500,SGD,Full time,,,3,Degree (Any),4517,SAP,0
15990,Middle,SAP,Singapore,,4000,6000,SGD,Full time,,,3,Degree (Any),7210,SAP,0
24205,Senior,Full Stack Development,Singapore,,,,,Full time,,,3,Degree (Any),,,
24250,Middle,Testing & Quality Assurance,Singapore,,,,,Full time,,,1,Degree (Any),,,
24378,Middle,Android,Singapore,,,,,Full time,,,1,Degree (Any),,,
25625,Lead,Cloud and EUC,Singapore,,,,,Full time,,,,Degree (Any),,,
32626,Middle,IT Administration,Singapore,,,,,Full time,,,2,Degree (Any),,,
29066,Middle,IT Support,Singapore,,2500,3200,SGD,Contract/Temp,,,4,Degree (Any),,,
87,Middle,ICT,Singapore,,,,,Contract/Temp,Office,,1,Diploma,,,
93,Junior,Management,Singapore,,,,,Full time,,,,Diploma,,,
302,Middle,VB.net,Singapore,,3400,5000,SGD,Full time,,,,Diploma,,,
357,Junior,,Singapore,,2800,3000,SGD,Full time,,,1,Diploma,,,
376,Middle,IT Infrastructure,Singapore,,,,,Full time,,,,Diploma,,,
504,Middle,,Singapore,,2500,3750,SGD,Full time,,,2,Diploma,193,Cisco (CCNA/CCNP/CCIE),0
504,Middle,,Singapore,,2500,3750,SGD,Full time,,,2,Diploma,194,Microsoft (except Azure),0
504,Middle,,Singapore,,2500,3750,SGD,Full time,,,2,Diploma,195,VMware,0
618,Junior,Testing,Singapore,,3000,4500,SGD,Full time,,,1,Diploma,,,
682,Middle,ERP System,Singapore,,3500,4000,SGD,Full time,,,2,Diploma,,,
811,Junior,Events and Exhibitions,Singapore,,2500,3500,SGD,Full time,,,,Diploma,,,
941,Junior,,Singapore,,2400,3900,SGD,Full time,Office,,0,Diploma,,,
1101,Middle,Telecommunications,Singapore,,2600,3800,SGD,Full time,,,1,Diploma,,,
1115,Middle,Product Management,Singapore,,,,,Full time,,,1,Diploma,,,
1129,Middle,Microsoft 365,Singapore,,,,,Full time,,,2,Diploma,,,
1208,Middle,Helpdesk Support,Singapore,,3500,4800,SGD,Full time,Office,,2,Diploma,,,
1650,Middle,Networks & Systems Administration,Singapore,,2700,4000,SGD,Full time,,,2,Diploma,,,
1653,Middle,PACS,Singapore,,4700,6500,SGD,Full time,,,3,Diploma,,,
1736,Junior,,Singapore,,3000,3400,SGD,Full time,,,,Diploma,,,
1754,,Automation,Singapore,,,,,Full time,,,,Diploma,,,
1793,Junior,IT Support,Singapore,,,,,Full time,,,1,Diploma,,,
1989,Middle,Network Engineering,Singapore,,3500,4200,SGD,Full time,,,2,Diploma,,,
2099,Middle,SAP,Singapore,,3000,4500,SGD,Full time,Office,,1,Diploma,,,
2416,Senior,SQL,Singapore,,4800,5500,SGD,Full time,,,2,Diploma,,,
3068,,BIM,Singapore,,,,,Contract/Temp,,,3,Diploma,,,
3102,Junior,IT Support,Singapore,,,,,Full time,,,1,Diploma,,,
3489,Senior,Project Management,Singapore,,4500,6000,SGD,Full time,Office,,,Diploma,,,
3668,Junior,Microsoft Office 365,Singapore,,,,,Full time,,,2,Diploma,,,
3686,Middle,Graphic Design,Singapore,,2700,2700,SGD,Contract/Temp,Office,,2,Diploma,,,
3798,Middle,Testing,Singapore,,2200,,SGD,Contract/Temp,,,2,Diploma,,,
4044,,SAP S4 Hana,Singapore,,3500,4000,SGD,Full time,,,3,Diploma,,,
4145,Junior,Project Management,Singapore,,3300,4500,SGD,Full time,,,2,Diploma,,,
4231,Middle,Microsoft Dynamic Navision,Singapore,,4500,5500,SGD,Full time,,,,Diploma,,,
4260,Middle,Unix,Singapore,,,,,Full time,,,5,Diploma,1928,ITIL,1
4839,Middle,"Quality, Environment, Health and Safety",Singapore,,3300,3500,SGD,Full time,Office,,,Diploma,2175,ISO 9001,1
4839,Middle,"Quality, Environment, Health and Safety",Singapore,,3300,3500,SGD,Full time,Office,,,Diploma,2176,ISO 14001,1
4839,Middle,"Quality, Environment, Health and Safety",Singapore,,3300,3500,SGD,Full time,Office,,,Diploma,2177,ISO 45001,1
5013,,ICT,Singapore,,,,,Full time,,,1,Diploma,,,
5063,,Facility Operations,Singapore,,2800,3500,SGD,Full time,,,,Diploma,,,
5088,Middle,Navision,Singapore,,5000,6000,SGD,Full time,,,,Diploma,,,
5321,,Navision,Singapore,,4500,6000,SGD,Full time,Office,,,Diploma,,,
5790,Middle,IT Support,Singapore,,3500,4000,SGD,Full time,,,3,Diploma,,,
5985,Junior,PHP,Singapore,,2200,3000,SGD,Full time,,,1,Diploma,,,
6081,Middle,IT Support,Singapore,,3000,4500,SGD,Full time,,,3,Diploma,,,
6090,Junior,Network Operations,Singapore,,,,,Full time,,,,Diploma,,,
6148,Junior,NOC,Singapore,,2500,3000,SGD,Full time,,,,Diploma,,,
6265,Senior,Business and IT,Singapore,,2500,3200,SGD,Contract/Temp,Hybrid,,,Diploma,,,
6470,Junior,Help Desk,Singapore,,2800,3500,SGD,Full time,,,1,Diploma,,,
6496,Middle,Cyber Security,Singapore,,6000,7500,SGD,Contract/Temp,,,3,Diploma,2913,Ansible,1
6496,Middle,Cyber Security,Singapore,,6000,7500,SGD,Contract/Temp,,,3,Diploma,2914,BeyondTrust,1
6496,Middle,Cyber Security,Singapore,,6000,7500,SGD,Contract/Temp,,,3,Diploma,2915,CyberArk,1
6496,Middle,Cyber Security,Singapore,,6000,7500,SGD,Contract/Temp,,,3,Diploma,2917,RSA SecurID,1
6496,Middle,Cyber Security,Singapore,,6000,7500,SGD,Contract/Temp,,,3,Diploma,2918,SailPoint,1
6648,Senior,Networks,Singapore,,2700,4000,SGD,Full time,,,1,Diploma,,,
6761,Middle,IT Support,Singapore,,3000,3200,SGD,Contract/Temp,Hybrid,,,Diploma,,,
7096,Senior,Information Security,Singapore,,,,,Full time,,,5,Diploma,3164,ISC2 (CISSP/CCSP/SSCP),0
7096,Senior,Information Security,Singapore,,,,,Full time,,,5,Diploma,3165,ISACA (CISA/CISM/CRISC),0
7096,Senior,Information Security,Singapore,,,,,Full time,,,5,Diploma,3166,Certified Ethical Hacker (CEH),0
7096,Senior,Information Security,Singapore,,,,,Full time,,,5,Diploma,3167,GIAC,0
7096,Senior,Information Security,Singapore,,,,,Full time,,,5,Diploma,3168,CompTIA (A+/Network+/Linux+/Security+),0
7140,Middle,Networks & Systems Administration,Singapore,,,,,Full time,,,,Diploma,,,
7583,,,Singapore,,,,,Full time,,,1,Diploma,3440,CMFAS 5,0
7583,,,Singapore,,,,,Full time,,,1,Diploma,3441,CMFAS 9,0
7583,,,Singapore,,,,,Full time,,,1,Diploma,3442,HI,0
7656,Middle,IT Support,Singapore,,3800,4400,SGD,Full time,,,3,Diploma,,,
7667,,Data Center Operations,Singapore,,3500,4000,SGD,Contract/Temp,,,,Diploma,,,
8004,Middle,Full Stack,Singapore,,,,,Full time,,,,Diploma,,,
8007,Middle,Business & IT,Singapore,,3000,3200,SGD,Contract/Temp,Hybrid,,,Diploma,,,
8120,Middle,ICT,Singapore,,3000,3500,SGD,Contract/Temp,,,6,Diploma,,,
8328,Middle,Networks & Systems Administration,Singapore,,4000,5000,SGD,Full time,Office,,3,Diploma,3842,Cisco (CCNA/CCNP/CCIE),0
8328,Middle,Networks & Systems Administration,Singapore,,4000,5000,SGD,Full time,Office,,3,Diploma,3843,Cisco (CCNA/CCNP/CCIE),0
8355,Middle,Cloud,Singapore,,3800,5500,SGD,Full time,,,3,Diploma,,,
8356,Senior,Information Security,Singapore,,,,,Full time,,,5,Diploma,3852,ISC2 (CISSP/CCSP/SSCP),0
8356,Senior,Information Security,Singapore,,,,,Full time,,,5,Diploma,3853,ISACA (CISA/CISM/CRISC),0
8356,Senior,Information Security,Singapore,,,,,Full time,,,5,Diploma,3854,Certified Ethical Hacker (CEH),0
